election,election_id,precinct,registered,cast,democrat,republican
"July 14th, 2020 Joint Primary Runoff",2,3179,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,3180,"1,129",164,85,79
"July 14th, 2020 Joint Primary Runoff",2,3181,"2,179",362,153,209
"July 14th, 2020 Joint Primary Runoff",2,3182,759,136,62,74
"July 14th, 2020 Joint Primary Runoff",2,3183,15,4,0,4
"July 14th, 2020 Joint Primary Runoff",2,3184,258,14,6,8
"July 14th, 2020 Joint Primary Runoff",2,3185,277,20,14,6
"July 14th, 2020 Joint Primary Runoff",2,3186,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,3187,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,3188,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,3189,"1,061",121,74,47
"July 14th, 2020 Joint Primary Runoff",2,3190,431,28,20,8
"July 14th, 2020 Joint Primary Runoff",2,3191,218,22,5,17
"July 14th, 2020 Joint Primary Runoff",2,3192,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,3193,201,22,13,9
"July 14th, 2020 Joint Primary Runoff",2,3194,"3,871",367,126,241
"July 14th, 2020 Joint Primary Runoff",2,3195,"2,583",119,80,39
"July 14th, 2020 Joint Primary Runoff",2,3196,12,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,3197,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,3198,716,73,35,38
"July 14th, 2020 Joint Primary Runoff",2,3199,"3,440",323,123,200
"July 14th, 2020 Joint Primary Runoff",2,3200,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,3201,"4,159",391,145,246
"July 14th, 2020 Joint Primary Runoff",2,3202,"1,095",79,31,48
"July 14th, 2020 Joint Primary Runoff",2,3203,475,71,21,50
"July 14th, 2020 Joint Primary Runoff",2,3204,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,3205,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,3206,187,19,14,5
"July 14th, 2020 Joint Primary Runoff",2,3207,5,1,0,1
"July 14th, 2020 Joint Primary Runoff",2,3208,85,6,5,1
"July 14th, 2020 Joint Primary Runoff",2,3209,731,106,38,68
"July 14th, 2020 Joint Primary Runoff",2,3210,"2,472",303,167,136
"July 14th, 2020 Joint Primary Runoff",2,4001,"2,918",317,262,55
"July 14th, 2020 Joint Primary Runoff",2,4002,"1,056",65,62,3
"July 14th, 2020 Joint Primary Runoff",2,4003,"1,436",120,113,7
"July 14th, 2020 Joint Primary Runoff",2,4004,"1,120",140,117,23
"July 14th, 2020 Joint Primary Runoff",2,4005,"1,780",177,167,10
"July 14th, 2020 Joint Primary Runoff",2,4006,684,63,57,6
"July 14th, 2020 Joint Primary Runoff",2,4007,"1,756",53,34,19
"July 14th, 2020 Joint Primary Runoff",2,4008,673,91,60,31
"July 14th, 2020 Joint Primary Runoff",2,4009,"1,072",59,54,5
"July 14th, 2020 Joint Primary Runoff",2,4010,"1,438",92,88,4
"July 14th, 2020 Joint Primary Runoff",2,4011,"1,520",116,109,7
"July 14th, 2020 Joint Primary Runoff",2,4012,943,58,56,2
"July 14th, 2020 Joint Primary Runoff",2,4013,974,103,93,10
"July 14th, 2020 Joint Primary Runoff",2,4014,470,31,28,3
"July 14th, 2020 Joint Primary Runoff",2,4015,"1,822",177,161,16
"July 14th, 2020 Joint Primary Runoff",2,4016,"2,348",297,258,39
"July 14th, 2020 Joint Primary Runoff",2,4017,"2,325",252,227,25
"July 14th, 2020 Joint Primary Runoff",2,4018,"1,034",232,204,28
"July 14th, 2020 Joint Primary Runoff",2,4019,"2,825",207,172,35
"July 14th, 2020 Joint Primary Runoff",2,4020,"1,366",91,75,16
"July 14th, 2020 Joint Primary Runoff",2,4021,"1,158",99,61,38
"July 14th, 2020 Joint Primary Runoff",2,4022,274,10,7,3
"July 14th, 2020 Joint Primary Runoff",2,4023,"2,360",274,210,64
"July 14th, 2020 Joint Primary Runoff",2,4024,"2,810",305,245,60
"July 14th, 2020 Joint Primary Runoff",2,4025,"1,308",125,106,19
"July 14th, 2020 Joint Primary Runoff",2,4026,"3,606",297,263,34
"July 14th, 2020 Joint Primary Runoff",2,4027,"1,594",227,196,31
"July 14th, 2020 Joint Primary Runoff",2,4028,"2,342",359,321,38
"July 14th, 2020 Joint Primary Runoff",2,4029,"2,443",214,201,13
"July 14th, 2020 Joint Primary Runoff",2,4030,416,42,42,0
"July 14th, 2020 Joint Primary Runoff",2,4031,"1,942",174,154,20
"July 14th, 2020 Joint Primary Runoff",2,4032,"1,734",199,161,38
"July 14th, 2020 Joint Primary Runoff",2,4033,"3,244",405,338,67
"July 14th, 2020 Joint Primary Runoff",2,4034,"1,739",189,129,60
"July 14th, 2020 Joint Primary Runoff",2,4035,28,2,1,1
"July 14th, 2020 Joint Primary Runoff",2,4036,"2,645",401,359,42
"July 14th, 2020 Joint Primary Runoff",2,4037,"1,891",173,155,18
"July 14th, 2020 Joint Primary Runoff",2,4038,"2,903",382,289,93
"July 14th, 2020 Joint Primary Runoff",2,4039,"1,419",164,160,4
"July 14th, 2020 Joint Primary Runoff",2,4040,"1,226",149,137,12
"July 14th, 2020 Joint Primary Runoff",2,4041,"2,053",267,255,12
"July 14th, 2020 Joint Primary Runoff",2,4042,177,13,12,1
"July 14th, 2020 Joint Primary Runoff",2,4043,"3,027",265,207,58
"July 14th, 2020 Joint Primary Runoff",2,4044,"1,406",116,88,28
"July 14th, 2020 Joint Primary Runoff",2,4045,"2,455",261,185,76
"July 14th, 2020 Joint Primary Runoff",2,4046,"2,565",422,234,188
"July 14th, 2020 Joint Primary Runoff",2,4047,"2,864",206,156,50
"July 14th, 2020 Joint Primary Runoff",2,4048,"1,927",192,167,25
"July 14th, 2020 Joint Primary Runoff",2,4049,"2,525",170,142,28
"July 14th, 2020 Joint Primary Runoff",2,4050,"1,629",217,124,93
"July 14th, 2020 Joint Primary Runoff",2,4051,"1,803",271,144,127
"July 14th, 2020 Joint Primary Runoff",2,4052,"2,229",275,146,129
"July 14th, 2020 Joint Primary Runoff",2,4053,"2,144",133,88,45
"July 14th, 2020 Joint Primary Runoff",2,4054,"3,702",331,239,92
"July 14th, 2020 Joint Primary Runoff",2,4055,"1,527",175,120,55
"July 14th, 2020 Joint Primary Runoff",2,4056,"3,286",281,199,82
"July 14th, 2020 Joint Primary Runoff",2,4057,"1,682",262,141,121
"July 14th, 2020 Joint Primary Runoff",2,4058,"2,039",183,73,110
"July 14th, 2020 Joint Primary Runoff",2,4059,"2,322",150,113,37
"July 14th, 2020 Joint Primary Runoff",2,4060,"2,057",172,127,45
"July 14th, 2020 Joint Primary Runoff",2,4061,"2,663",153,122,31
"July 14th, 2020 Joint Primary Runoff",2,4062,699,73,55,18
"July 14th, 2020 Joint Primary Runoff",2,4063,"1,116",84,60,24
"July 14th, 2020 Joint Primary Runoff",2,4064,"2,398",230,161,69
"July 14th, 2020 Joint Primary Runoff",2,4065,"4,359",260,227,33
"July 14th, 2020 Joint Primary Runoff",2,4066,"3,373",240,201,39
"July 14th, 2020 Joint Primary Runoff",2,4067,"2,005",121,90,31
"July 14th, 2020 Joint Primary Runoff",2,4068,586,60,53,7
"July 14th, 2020 Joint Primary Runoff",2,4069,952,128,81,47
"July 14th, 2020 Joint Primary Runoff",2,4070,"3,106",455,366,89
"July 14th, 2020 Joint Primary Runoff",2,4071,"1,496",138,44,94
"July 14th, 2020 Joint Primary Runoff",2,4072,"2,969",223,110,113
"July 14th, 2020 Joint Primary Runoff",2,4073,"1,734",152,80,72
"July 14th, 2020 Joint Primary Runoff",2,4074,"2,260",114,78,36
"July 14th, 2020 Joint Primary Runoff",2,4075,658,57,55,2
"July 14th, 2020 Joint Primary Runoff",2,4076,"3,458",165,121,44
"July 14th, 2020 Joint Primary Runoff",2,4077,"3,249",334,240,94
"July 14th, 2020 Joint Primary Runoff",2,4078,"1,331",76,39,37
"July 14th, 2020 Joint Primary Runoff",2,4079,"1,646",148,85,63
"July 14th, 2020 Joint Primary Runoff",2,4080,"2,351",147,107,40
"July 14th, 2020 Joint Primary Runoff",2,4081,769,26,13,13
"July 14th, 2020 Joint Primary Runoff",2,4082,"1,980",145,130,15
"July 14th, 2020 Joint Primary Runoff",2,4083,818,49,39,10
"July 14th, 2020 Joint Primary Runoff",2,4084,576,65,59,6
"July 14th, 2020 Joint Primary Runoff",2,4085,62,4,0,4
"July 14th, 2020 Joint Primary Runoff",2,4086,534,19,8,11
"July 14th, 2020 Joint Primary Runoff",2,4087,"2,030",319,266,53
"July 14th, 2020 Joint Primary Runoff",2,4088,"3,835",312,267,45
"July 14th, 2020 Joint Primary Runoff",2,4089,"3,211",304,235,69
"July 14th, 2020 Joint Primary Runoff",2,4090,"2,246",154,105,49
"July 14th, 2020 Joint Primary Runoff",2,4091,984,118,93,25
"July 14th, 2020 Joint Primary Runoff",2,4092,"1,756",223,133,90
"July 14th, 2020 Joint Primary Runoff",2,4093,"2,686",246,171,75
"July 14th, 2020 Joint Primary Runoff",2,4094,"1,871",239,131,108
"July 14th, 2020 Joint Primary Runoff",2,4095,"1,686",188,108,80
"July 14th, 2020 Joint Primary Runoff",2,4096,"2,715",150,112,38
"July 14th, 2020 Joint Primary Runoff",2,4097,"2,090",109,69,40
"July 14th, 2020 Joint Primary Runoff",2,4098,"1,729",125,75,50
"July 14th, 2020 Joint Primary Runoff",2,4099,"1,294",84,48,36
"July 14th, 2020 Joint Primary Runoff",2,4100,938,81,60,21
"July 14th, 2020 Joint Primary Runoff",2,4101,"1,140",71,35,36
"July 14th, 2020 Joint Primary Runoff",2,4102,958,44,34,10
"July 14th, 2020 Joint Primary Runoff",2,4103,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4104,"2,072",136,80,56
"July 14th, 2020 Joint Primary Runoff",2,4105,"1,949",147,83,64
"July 14th, 2020 Joint Primary Runoff",2,4106,617,35,25,10
"July 14th, 2020 Joint Primary Runoff",2,4107,"1,183",172,121,51
"July 14th, 2020 Joint Primary Runoff",2,4108,"3,680",301,180,121
"July 14th, 2020 Joint Primary Runoff",2,4109,"1,207",71,63,8
"July 14th, 2020 Joint Primary Runoff",2,4110,"1,175",167,148,19
"July 14th, 2020 Joint Primary Runoff",2,4111,444,16,15,1
"July 14th, 2020 Joint Primary Runoff",2,4112,772,178,96,82
"July 14th, 2020 Joint Primary Runoff",2,4113,904,76,67,9
"July 14th, 2020 Joint Primary Runoff",2,4114,79,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4115,203,26,17,9
"July 14th, 2020 Joint Primary Runoff",2,4116,41,9,3,6
"July 14th, 2020 Joint Primary Runoff",2,4117,528,77,39,38
"July 14th, 2020 Joint Primary Runoff",2,4118,79,3,1,2
"July 14th, 2020 Joint Primary Runoff",2,4119,640,85,65,20
"July 14th, 2020 Joint Primary Runoff",2,4120,215,33,20,13
"July 14th, 2020 Joint Primary Runoff",2,4121,213,19,12,7
"July 14th, 2020 Joint Primary Runoff",2,4122,71,14,10,4
"July 14th, 2020 Joint Primary Runoff",2,4123,143,18,14,4
"July 14th, 2020 Joint Primary Runoff",2,4124,"2,274",192,167,25
"July 14th, 2020 Joint Primary Runoff",2,4125,97,5,3,2
"July 14th, 2020 Joint Primary Runoff",2,4126,"1,650",114,76,38
"July 14th, 2020 Joint Primary Runoff",2,4127,81,3,2,1
"July 14th, 2020 Joint Primary Runoff",2,4128,148,23,19,4
"July 14th, 2020 Joint Primary Runoff",2,4129,133,7,4,3
"July 14th, 2020 Joint Primary Runoff",2,4130,782,62,47,15
"July 14th, 2020 Joint Primary Runoff",2,4131,393,20,17,3
"July 14th, 2020 Joint Primary Runoff",2,4132,"2,408",223,193,30
"July 14th, 2020 Joint Primary Runoff",2,4133,33,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4134,5,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4135,0,1,1,0
"July 14th, 2020 Joint Primary Runoff",2,4136,700,48,26,22
"July 14th, 2020 Joint Primary Runoff",2,4137,120,5,1,4
"July 14th, 2020 Joint Primary Runoff",2,4138,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4139,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4140,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4141,451,17,15,2
"July 14th, 2020 Joint Primary Runoff",2,4142,800,41,39,2
"July 14th, 2020 Joint Primary Runoff",2,4143,"4,278",287,263,24
"July 14th, 2020 Joint Primary Runoff",2,4144,507,55,30,25
"July 14th, 2020 Joint Primary Runoff",2,4145,10,1,1,0
"July 14th, 2020 Joint Primary Runoff",2,4146,45,1,1,0
"July 14th, 2020 Joint Primary Runoff",2,4147,313,31,24,7
"July 14th, 2020 Joint Primary Runoff",2,4148,154,11,8,3
"July 14th, 2020 Joint Primary Runoff",2,4149,547,37,25,12
"July 14th, 2020 Joint Primary Runoff",2,4150,"1,723",143,124,19
"July 14th, 2020 Joint Primary Runoff",2,4151,560,51,19,32
"July 14th, 2020 Joint Primary Runoff",2,4152,"2,123",149,113,36
"July 14th, 2020 Joint Primary Runoff",2,4153,117,9,4,5
"July 14th, 2020 Joint Primary Runoff",2,4154,759,65,37,28
"July 14th, 2020 Joint Primary Runoff",2,4155,"2,391",335,302,33
"July 14th, 2020 Joint Primary Runoff",2,4156,"1,149",79,69,10
"July 14th, 2020 Joint Primary Runoff",2,4157,"1,748",209,191,18
"July 14th, 2020 Joint Primary Runoff",2,4158,538,24,14,10
"July 14th, 2020 Joint Primary Runoff",2,4159,26,3,1,2
"July 14th, 2020 Joint Primary Runoff",2,4160,"1,960",120,99,21
"July 14th, 2020 Joint Primary Runoff",2,4161,689,38,37,1
"July 14th, 2020 Joint Primary Runoff",2,4162,"2,436",153,115,38
"July 14th, 2020 Joint Primary Runoff",2,4163,"2,186",168,144,24
"July 14th, 2020 Joint Primary Runoff",2,4164,"2,379",244,139,105
"July 14th, 2020 Joint Primary Runoff",2,4165,134,11,5,6
"July 14th, 2020 Joint Primary Runoff",2,4166,346,19,15,4
"July 14th, 2020 Joint Primary Runoff",2,4167,56,2,1,1
"July 14th, 2020 Joint Primary Runoff",2,4168,"2,450",159,140,19
"July 14th, 2020 Joint Primary Runoff",2,4169,348,44,15,29
"July 14th, 2020 Joint Primary Runoff",2,4170,457,27,17,10
"July 14th, 2020 Joint Primary Runoff",2,4171,"1,203",122,75,47
"July 14th, 2020 Joint Primary Runoff",2,4172,"1,425",117,49,68
"July 14th, 2020 Joint Primary Runoff",2,4173,"1,649",149,98,51
"July 14th, 2020 Joint Primary Runoff",2,4174,"1,442",91,55,36
"July 14th, 2020 Joint Primary Runoff",2,4175,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4176,943,116,58,58
"July 14th, 2020 Joint Primary Runoff",2,4177,43,8,8,0
"July 14th, 2020 Joint Primary Runoff",2,4178,3,1,1,0
"July 14th, 2020 Joint Primary Runoff",2,4179,"2,842",285,163,122
"July 14th, 2020 Joint Primary Runoff",2,4180,1,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4181,3,1,0,1
"July 14th, 2020 Joint Primary Runoff",2,4182,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4183,81,17,17,0
"July 14th, 2020 Joint Primary Runoff",2,4184,28,2,2,0
"July 14th, 2020 Joint Primary Runoff",2,4185,1,1,0,1
"July 14th, 2020 Joint Primary Runoff",2,4186,90,26,25,1
"July 14th, 2020 Joint Primary Runoff",2,4187,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4188,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4189,928,66,58,8
"July 14th, 2020 Joint Primary Runoff",2,4190,5,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4191,3,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4192,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4193,80,4,4,0
"July 14th, 2020 Joint Primary Runoff",2,4194,997,53,38,15
"July 14th, 2020 Joint Primary Runoff",2,4195,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4196,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4197,4,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4198,"1,747",112,90,22
"July 14th, 2020 Joint Primary Runoff",2,4199,"1,338",83,56,27
"July 14th, 2020 Joint Primary Runoff",2,4200,"2,648",285,235,50
"July 14th, 2020 Joint Primary Runoff",2,4201,19,5,3,2
"July 14th, 2020 Joint Primary Runoff",2,4202,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4203,336,39,37,2
"July 14th, 2020 Joint Primary Runoff",2,4204,6,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4205,138,16,9,7
"July 14th, 2020 Joint Primary Runoff",2,4206,554,26,10,16
"July 14th, 2020 Joint Primary Runoff",2,4207,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4208,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4209,65,6,2,4
"July 14th, 2020 Joint Primary Runoff",2,4210,14,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4211,36,6,6,0
"July 14th, 2020 Joint Primary Runoff",2,4212,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,4213,3,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,5020,0,35,31,4
"July 14th, 2020 Joint Primary Runoff",2,5023,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,5035,0,1,0,1
"July 14th, 2020 Joint Primary Runoff",2,6001,0,2,0,2
"July 14th, 2020 Joint Primary Runoff",2,6012,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,6013,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,6022,0,0,0,0
"July 14th, 2020 Joint Primary Runoff",2,6023,0,10,10,0
